stage,siteId,city,contactName,stateOrProvince,rdmaEnabled,lnet-endingAddress,dnsServers,aksArc-controlPlaneIp,postalCode,enableProvisioners,rbacAdminGroupObjectIds,managementAdapters,location,endingAddress,companyName,defaultGateway,adouSuffix,lnet-dnsServers,mobile,domainServerIP,authenticationMethod,country,lnet-startingAddress,emailList,streetAddress1,startingAddress,domainFqdn,lnet-defaultGateway,lnet-addressPrefix,phone,servers,storageConnectivitySwitchless,storageNetworks
dev,sample," ""redmond"""," ""qfai"""," ""unkown"""," false"," ""192.168.1.190"""," [""192.168.1.254""]"," ""192.168.1.190"""," ""4331"""," true"," [""1b81c027-029d-434d-9642-376e392bfe65""]"," [""FABRIC"", ""FABRIC2""]"," ""eastus"""," ""192.168.1.65"""," ""contoso"""," ""192.168.1.1"""," ""DC=jumpstart,DC=local"""," [""192.168.1.254""]"," ""xxxx"""," ""192.168.1.254"""," ""Credssp"""," ""US"""," ""192.168.1.171"""," [""xxx@contoso.com""]"," ""1 microsoft way"""," ""192.168.1.55"""," ""jumpstart.local"""," ""192.168.1.1"""," ""192.168.1.0/24"""," ""xxxx"""," [
    {
      name        = ""AzSHOST1"",
      ipv4Address = ""192.168.1.12""
    },
    {
      name        = ""AzSHOST2"",
      ipv4Address = ""192.168.1.13""
    }
  ]"," false"," [
    {
      name               = ""Storage1Network"",
      networkAdapterName = ""StorageA"",
      vlanId             = ""711""
    },
    {
      name               = ""Storage2Network"",
      networkAdapterName = ""StorageB"",
      vlanId             = ""712""
    }
  ]"
dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
